"Time (s)","Frequency (Hz)","Speed (m/s)"
3.435590708E0,9.971628461E2,-9.673769116E-1
3.445590917E0,1.006194734E3,2.093242457E0
3.455591125E0,非數值,非數值
3.465591333E0,非數值,非數值
3.475591542E0,非數值,非數值
3.485591750E0,1.005408330E3,1.828940613E0
3.495591958E0,9.999327574E2,-2.286401904E-2
3.505592167E0,1.003007005E3,1.019316587E0
3.515592375E0,非數值,非數值
3.525592583E0,9.974390223E2,-8.729680635E-1
3.535592792E0,1.000861274E3,2.925810507E-1
3.545593000E0,9.961591093E2,-1.310938024E0
3.555593208E0,9.992262730E2,-2.632708633E-1
3.565593417E0,9.994985853E2,-1.705665378E-1
3.575593625E0,9.962970799E2,-1.263672101E0
3.585593833E0,非數值,非數值
3.595594042E0,非數值,非數值
3.605594250E0,非數值,非數值
3.615594458E0,非數值,非數值
3.625594667E0,非數值,非數值
3.635594875E0,非數值,非數值
3.645595083E0,非數值,非數值
3.655595292E0,9.945974081E2,-1.846859074E0
3.665595500E0,1.001290602E3,4.382389845E-1
3.675595708E0,非數值,非數值
3.685595917E0,非數值,非數值
3.695596125E0,非數值,非數值
3.705596333E0,非數值,非數值
3.715596542E0,非數值,非數值
3.725596750E0,非數值,非數值
3.735596958E0,非數值,非數值
3.745597167E0,非數值,非數值
3.755597375E0,非數值,非數值
3.765597583E0,非數值,非數值
3.775597792E0,9.954198437E2,-1.564418416E0
3.785598000E0,9.963298973E2,-1.252431480E0
3.795598209E0,9.949442397E2,-1.727693302E0
3.805598417E0,9.954218787E2,-1.563720127E0
3.815598625E0,非數值,非數值
3.825598834E0,非數值,非數值
3.835599042E0,1.004566110E3,1.545420759E0
3.845599250E0,1.000103351E3,3.513569827E-2
3.855599459E0,1.005942058E3,2.008365824E0
3.865599667E0,1.007043009E3,2.377875663E0
3.875599875E0,1.002790694E3,9.461955237E-1
3.885600084E0,非數值,非數值
3.895600292E0,非數值,非數值
3.922301167E0,非數值,非數值
3.932301375E0,非數值,非數值
3.942301583E0,非數值,非數值
3.952301792E0,非數值,非數值
3.962302000E0,9.975929970E2,-8.203556348E-1
3.972302208E0,非數值,非數值
3.982302417E0,9.981763569E2,-6.211714469E-1
3.992302625E0,1.003148635E3,1.067175684E0
4.002302833E0,9.980689260E2,-6.578354852E-1
4.012303042E0,9.967163185E2,-1.120129843E0
4.022303250E0,1.002881151E3,9.767770122E-1
4.032303458E0,1.005314265E3,1.797298623E0
4.042303667E0,1.002309316E3,7.833584864E-1
4.052303875E0,非數值,非數值
4.062304083E0,非數值,非數值
4.072304292E0,9.997852456E2,-7.303218383E-2
4.082304500E0,1.000736743E3,2.503082277E-1
4.092304708E0,1.001092129E3,3.709188731E-1
4.102304917E0,1.000347292E3,1.180383534E-1
4.112305125E0,非數值,非數值
4.122305333E0,非數值,非數值
4.132305542E0,9.970059306E2,-1.021040673E0
4.142305750E0,非數值,非數值
4.152305958E0,9.999475317E2,-1.784015416E-2
4.162306167E0,非數值,非數值
4.172306375E0,非數值,非數值
4.182306583E0,9.980366702E2,-6.688453053E-1
4.192306792E0,9.992889375E2,-2.419332656E-1
4.202307000E0,非數值,非數值
4.212307208E0,非數值,非數值
4.222307417E0,非數值,非數值
4.232307625E0,非數值,非數值
4.242307833E0,非數值,非數值
4.252308042E0,非數值,非數值
4.262308250E0,非數值,非數值
4.272308458E0,非數值,非數值
4.282308667E0,9.953975781E2,-1.572058718E0
4.292308875E0,9.952808094E2,-1.612132756E0
4.302309083E0,非數值,非數值
4.312309292E0,9.943705565E2,-1.924846617E0
4.322309500E0,非數值,非數值
4.332309709E0,非數值,非數值
4.342309917E0,非數值,非數值
4.352310125E0,非數值,非數值
4.362310334E0,9.959468338E2,-1.383684815E0
4.372310542E0,非數值,非數值
4.382310750E0,非數值,非數值
4.392310959E0,非數值,非數值
4.402311167E0,9.975026266E2,-8.512328108E-1
4.412311375E0,1.001151873E3,3.911860560E-1
4.438903250E0,1.001025760E3,3.484011796E-1
4.448903458E0,9.968871280E2,-1.061681342E0
4.458903667E0,非數值,非數值
4.468903875E0,非數值,非數值
4.478904083E0,非數值,非數值
4.488904292E0,非數值,非數值
4.498904500E0,非數值,非數值
4.508904708E0,非數值,非數值
4.518904917E0,非數值,非數值
4.528905125E0,非數值,非數值
4.538905333E0,1.006608427E3,2.232114535E0
4.548905542E0,1.008669149E3,2.922177881E0
4.558905750E0,1.009239935E3,3.112815830E0
4.568905958E0,1.006652869E3,2.247026246E0
4.578906167E0,非數值,非數值
4.588906375E0,非數值,非數值
4.598906583E0,9.987467952E2,-4.266242964E-1
4.608906792E0,1.001401545E3,4.758584810E-1
4.618907000E0,9.973242000E2,-9.122128945E-1
4.628907208E0,9.953010258E2,-1.605194003E0
4.638907417E0,9.961367106E2,-1.318612579E0
4.648907625E0,9.949108298E2,-1.739168808E0
4.658907833E0,非數值,非數值
4.668908042E0,非數值,非數值
4.678908250E0,非數值,非數值
4.688908458E0,非數值,非數值
4.698908667E0,非數值,非數值
4.708908875E0,1.001415760E3,4.806780146E-1
4.718909083E0,非數值,非數值
4.728909292E0,非數值,非數值
4.738909500E0,非數值,非數值
4.748909708E0,非數值,非數值
4.758909917E0,非數值,非數值
4.768910125E0,9.961676006E2,-1.308028689E0
4.778910333E0,9.985266387E2,-5.016819860E-1
4.788910542E0,非數值,非數值
4.798910750E0,非數值,非數值
4.808910958E0,非數值,非數值
4.818911167E0,非數值,非數值
4.828911375E0,9.948669972E2,-1.754225395E0
4.838911584E0,非數值,非數值
4.848911792E0,非數值,非數值
4.858912000E0,9.954431985E2,-1.556404723E0
4.868912209E0,9.975896442E2,-8.215010733E-1
4.878912417E0,1.001308230E3,4.442172095E-1
4.888912625E0,非數值,非數值
4.898912834E0,非數值,非數值
4.908913042E0,非數值,非數值
4.918913250E0,9.977745164E2,-7.583521375E-1
4.928913459E0,9.953355773E2,-1.593335725E0
4.938913667E0,非數值,非數值
4.948913875E0,非數值,非數值
4.958914084E0,非數值,非數值
4.968914292E0,非數值,非數值
4.978914500E0,非數值,非數值
4.988914709E0,非數值,非數值
4.998914917E0,非數值,非數值
5.008915125E0,非數值,非數值
5.018915334E0,非數值,非數值
5.028915542E0,非數值,非數值
4.952244625E0,非數值,非數值
4.962244833E0,9.994542758E2,-1.856475318E-1
4.972245042E0,非數值,非數值
4.982245250E0,非數值,非數值
4.992245458E0,非數值,非數值
5.002245667E0,1.003046109E3,1.032531825E0
5.012245875E0,1.005105718E3,1.727125800E0
5.022246083E0,1.000170982E3,5.812404692E-2
5.032246292E0,9.991635585E2,-2.846281775E-1
5.042246500E0,9.976141749E2,-8.131205083E-1
5.052246708E0,9.959498385E2,-1.382654900E0
5.062246917E0,9.957335555E2,-1.456806527E0
5.072247125E0,非數值,非數值
5.082247333E0,非數值,非數值
5.092247542E0,1.004716456E3,1.596067286E0
5.102247750E0,9.957907468E2,-1.437195604E0
5.112247958E0,非數值,非數值
5.122248167E0,非數值,非數值
5.132248375E0,9.987510378E2,-4.251781769E-1
5.142248583E0,非數值,非數值
5.152248792E0,9.944545991E2,-1.895950125E0
5.162249000E0,9.966295944E2,-1.149813234E0
5.172249208E0,非數值,非數值
5.182249417E0,非數值,非數值
5.192249625E0,非數值,非數值
5.202249833E0,非數值,非數值
5.212250042E0,非數值,非數值
5.222250250E0,非數值,非數值
5.232250458E0,非數值,非數值
5.242250667E0,9.955131610E2,-1.532400886E0
5.252250875E0,非數值,非數值
5.262251083E0,非數值,非數值
5.272251292E0,非數值,非數值
5.282251500E0,非數值,非數值
5.292251708E0,9.951195470E2,-1.667492130E0
5.302251917E0,非數值,非數值
5.312252125E0,9.979404246E2,-7.017008322E-1
5.322252333E0,1.007939277E3,2.678092054E0
5.332252542E0,非數值,非數值
5.342252750E0,9.955070103E2,-1.534511026E0
5.352252958E0,非數值,非數值
5.362253167E0,非數值,非數值
5.372253375E0,非數值,非數值
5.382253584E0,非數值,非數值
5.392253792E0,非數值,非數值
5.402254000E0,非數值,非數值
5.412254209E0,非數值,非數值
5.422254417E0,1.008674700E3,2.924032729E0
5.432254625E0,非數值,非數值
5.442254834E0,非數值,非數值
5.475360708E0,非數值,非數值
5.485360917E0,非數值,非數值
5.495361125E0,非數值,非數值
5.505361333E0,非數值,非數值
5.515361542E0,非數值,非數值
5.525361750E0,9.943732032E2,-1.923936520E0
5.535361958E0,非數值,非數值
5.545362167E0,非數值,非數值
5.555362375E0,非數值,非數值
5.565362583E0,9.994465003E2,-1.882941210E-1
5.575362792E0,1.000272640E3,9.267225690E-2
5.585363000E0,9.978811790E2,-7.219287778E-1
5.595363208E0,9.970136215E2,-1.018410040E0
5.605363417E0,9.942448423E2,-1.968080217E0
5.615363625E0,非數值,非數值
5.625363833E0,非數值,非數值
5.635364042E0,非數值,非數值
5.645364250E0,非數值,非數值
5.655364458E0,非數值,非數值
5.665364667E0,非數值,非數值
5.675364875E0,9.960527482E2,-1.347384060E0
5.685365083E0,9.999733002E2,-9.078175228E-3
5.695365292E0,非數值,非數值
5.705365500E0,非數值,非數值
5.715365708E0,非數值,非數值
5.725365917E0,非數值,非數值
5.735366125E0,非數值,非數值
5.745366333E0,非數值,非數值
5.755366542E0,非數值,非數值
5.765366750E0,非數值,非數值
5.775366958E0,9.980895844E2,-6.507845786E-1
5.785367167E0,9.961561648E2,-1.311946877E0
5.795367375E0,非數值,非數值
5.805367583E0,9.961988626E2,-1.297318016E0
5.815367792E0,9.961467512E2,-1.315172294E0
5.825368000E0,非數值,非數值
5.835368208E0,9.998717458E2,-4.361203409E-2
5.845368417E0,非數值,非數值
5.855368625E0,非數值,非數值
5.865368833E0,1.007893156E3,2.662656345E0
5.875369042E0,非數值,非數值
5.885369250E0,非數值,非數值
5.895369458E0,9.984976331E2,-5.115733322E-1
5.905369667E0,非數值,非數值
5.915369875E0,非數值,非數值
5.925370084E0,非數值,非數值
5.935370292E0,非數值,非數值
5.945370500E0,非數值,非數值
5.955370709E0,非數值,非數值
5.965370917E0,非數值,非數值
5.998874292E0,非數值,非數值
6.008874500E0,非數值,非數值
6.018874708E0,9.952862415E2,-1.610268295E0
6.028874917E0,9.957573424E2,-1.448649693E0
6.038875125E0,9.947442788E2,-1.796386505E0
6.048875333E0,1.000499587E3,1.697748328E-1
6.058875542E0,9.965532600E2,-1.175944774E0
6.068875750E0,非數值,非數值
6.078875958E0,1.005854356E3,1.978896023E0
6.088876167E0,1.009321109E3,3.139909655E0
6.098876375E0,非數值,非數值
6.108876583E0,1.002425162E3,8.225603367E-1
6.118876792E0,9.968424882E2,-1.076954525E0
6.128877000E0,9.986335940E2,-4.652137124E-1
6.138877208E0,9.987044023E2,-4.410746711E-1
6.148877417E0,9.995901159E2,-1.394177364E-1
6.158877625E0,1.000372433E3,1.265802302E-1
6.168877833E0,9.967298087E2,-1.115513000E0
6.178878042E0,非數值,非數值
6.188878250E0,非數值,非數值
6.198878458E0,非數值,非數值
6.208878667E0,1.006504639E3,2.197284663E0
6.218878875E0,非數值,非數值
6.228879083E0,非數值,非數值
6.238879292E0,9.989573724E2,-3.548633852E-1
6.248879500E0,1.000428588E3,1.456575776E-1
6.258879708E0,非數值,非數值
6.268879917E0,非數值,非數值
6.278880125E0,非數值,非數值
6.288880333E0,非數值,非數值
6.298880542E0,非數值,非數值
6.308880750E0,非數值,非數值
6.318880958E0,非數值,非數值
6.328881167E0,非數值,非數值
6.338881375E0,非數值,非數值
6.348881583E0,9.949851617E2,-1.713638651E0
6.358881792E0,9.945393282E2,-1.866822512E0
6.368882000E0,9.959326613E2,-1.388542830E0
6.378882208E0,非數值,非數值
6.388882417E0,9.974913763E2,-8.550771401E-1
6.398882625E0,1.004479851E3,1.516356281E0
6.408882834E0,非數值,非數值
6.418883042E0,1.005260791E3,1.779308262E0
6.428883250E0,9.970565447E2,-1.003729237E0
6.438883459E0,9.991323396E2,-2.952607130E-1
6.448883667E0,9.992687050E2,-2.488222668E-1
6.458883875E0,1.000156582E3,5.322955214E-2
6.468884084E0,非數值,非數值
6.478884292E0,非數值,非數值
6.488884500E0,非數值,非數值
6.525294750E0,1.008690871E3,2.929436774E0
6.535294958E0,非數值,非數值
6.545295167E0,非數值,非數值
6.555295375E0,非數值,非數值
6.565295583E0,1.000124989E3,4.249086876E-2
6.575295792E0,9.967751964E2,-1.099980449E0
6.585296000E0,1.003073769E3,1.041878887E0
6.595296208E0,1.004089193E3,1.384663334E0
6.605296417E0,9.979480751E2,-6.990889586E-1
6.615296625E0,非數值,非數值
6.625296833E0,非數值,非數值
6.635297042E0,非數值,非數值
6.645297250E0,非數值,非數值
6.655297458E0,1.010143042E3,3.414005993E0
6.665297667E0,1.000963144E3,3.271538499E-1
6.675297875E0,1.001298452E3,4.409011351E-1
6.685298083E0,9.992300075E2,-2.619992043E-1
6.695298292E0,9.960223906E2,-1.357787958E0
6.705298500E0,9.974587182E2,-8.662371564E-1
6.715298708E0,9.956550554E2,-1.483727886E0
6.725298917E0,非數值,非數值
6.735299125E0,非數值,非數值
6.745299333E0,1.010462834E3,3.520528718E0
6.755299542E0,9.961363091E2,-1.318750139E0
6.765299750E0,非數值,非數值
6.775299958E0,1.000527830E3,1.793675855E-1
6.785300167E0,9.991832010E2,-2.779386691E-1
6.795300375E0,9.962637960E2,-1.275073296E0
6.805300583E0,非數值,非數值
6.815300792E0,非數值,非數值
6.825301000E0,非數值,非數值
6.835301208E0,非數值,非數值
6.845301417E0,非數值,非數值
6.855301625E0,非數值,非數值
6.865301833E0,非數值,非數值
6.875302042E0,非數值,非數值
6.885302250E0,非數值,非數值
6.895302458E0,9.942434768E2,-1.968549899E0
6.905302667E0,非數值,非數值
6.915302875E0,9.955517234E2,-1.519171732E0
6.925303084E0,1.000110230E3,3.747404426E-2
6.935303292E0,非數值,非數值
6.945303500E0,非數值,非數值
6.955303709E0,9.968596767E2,-1.071073454E0
6.965303917E0,非數值,非數值
6.975304125E0,9.977058960E2,-7.817888540E-1
6.985304334E0,9.968646364E2,-1.069376511E0
6.995304542E0,9.949903885E2,-1.711843568E0
7.005304750E0,非數值,非數值
7.015304959E0,非數值,非數值
7.049639542E0,非數值,非數值
7.059639750E0,非數值,非數值
7.069639958E0,非數值,非數值
7.079640167E0,非數值,非數值
7.089640375E0,1.000016909E3,5.748940073E-3
7.099640583E0,1.001045060E3,3.549493161E-1
7.109640792E0,1.002351930E3,7.977797681E-1
7.119641000E0,9.979551436E2,-6.966757897E-1
7.129641208E0,9.983270331E2,-5.697619477E-1
7.139641417E0,1.003715418E3,1.258566004E0
7.149641625E0,非數值,非數值
7.159641833E0,9.976975450E2,-7.846412951E-1
7.169642042E0,非數值,非數值
7.179642250E0,1.009895362E3,3.331457049E0
7.189642458E0,非數值,非數值
7.199642667E0,9.982745017E2,-5.876834749E-1
7.209642875E0,9.988164961E2,-4.028681214E-1
7.219643083E0,9.959924980E2,-1.368033088E0
7.229643292E0,9.947920372E2,-1.779977420E0
7.239643500E0,非數值,非數值
7.249643708E0,非數值,非數值
7.259643917E0,非數值,非數值
7.269644125E0,非數值,非數值
7.279644333E0,非數值,非數值
7.289644542E0,非數值,非數值
7.299644750E0,非數值,非數值
7.309644958E0,非數值,非數值
7.319645167E0,非數值,非數值
7.329645375E0,非數值,非數值
7.339645583E0,非數值,非數值
7.349645792E0,非數值,非數值
7.359646000E0,非數值,非數值
7.369646208E0,9.969877971E2,-1.027243253E0
7.379646417E0,非數值,非數值
7.389646625E0,非數值,非數值
7.399646833E0,非數值,非數值
7.409647042E0,非數值,非數值
7.419647250E0,9.947935221E2,-1.779467242E0
7.429647458E0,9.946917046E2,-1.814452099E0
7.439647667E0,9.955778070E2,-1.510224133E0
7.449647875E0,非數值,非數值
7.459648084E0,非數值,非數值
7.469648292E0,非數值,非數值
7.479648500E0,非數值,非數值
7.489648709E0,非數值,非數值
7.499648917E0,9.963870550E2,-1.232855555E0
7.509649125E0,非數值,非數值
7.519649334E0,非數值,非數值
7.529649542E0,9.985594512E2,-4.904931754E-1
7.539649750E0,9.989891773E2,-3.440274835E-1
7.549649959E0,非數值,非數值
7.559650167E0,非數值,非數值
7.569650375E0,非數值,非數值
7.579650584E0,非數值,非數值
7.589650792E0,非數值,非數值
7.599651000E0,非數值,非數值
7.609651209E0,非數值,非數值
7.619651417E0,非數值,非數值
7.629651625E0,非數值,非數值
7.639651834E0,1.006063804E3,2.049266963E0
7.575152625E0,非數值,非數值
7.585152833E0,非數值,非數值
7.595153042E0,非數值,非數值
7.605153250E0,非數值,非數值
7.615153458E0,非數值,非數值
7.625153667E0,1.000792061E3,2.690877043E-1
7.635153875E0,9.985090144E2,-5.076920502E-1
